pid,stim,compat,rt,acc
55,gaze,incomp,533,1
55,gaze,incomp,524,1
55,arrow,compat,531,1
55,arrow,compat,563,1
55,arrow,incomp,778,1
55,arrow,compat,767,1
55,arrow,compat,941,1
55,gaze,incomp,821,1
55,gaze,compat,681,1
55,gaze,incomp,796,1
55,gaze,incomp,617,1
55,arrow,incomp,644,1
55,arrow,compat,520,1
55,gaze,compat,623,1
55,arrow,compat,532,1
55,gaze,compat,658,1
55,gaze,compat,533,1
55,arrow,incomp,644,1
55,arrow,compat,670,1
55,gaze,incomp,449,1
55,arrow,incomp,532,1
55,arrow,compat,525,1
55,arrow,incomp,445,1
55,arrow,incomp,864,1
55,gaze,compat,907,1
55,arrow,compat,580,1
55,gaze,incomp,562,1
55,gaze,incomp,632,1
55,gaze,compat,684,1
55,arrow,incomp,692,1
55,gaze,incomp,646,1
55,gaze,compat,953,1
55,gaze,compat,576,1
55,arrow,compat,741,1
55,arrow,compat,1030,1
55,gaze,compat,761,1
55,gaze,compat,727,1
55,gaze,compat,606,1
55,gaze,incomp,460,1
55,arrow,incomp,879,1
55,gaze,incomp,601,1
55,gaze,incomp,910,1
55,arrow,incomp,622,1
55,arrow,compat,594,1
55,gaze,compat,760,1
55,gaze,incomp,654,1
55,gaze,incomp,785,1
55,arrow,compat,981,1
55,gaze,incomp,474,1
55,arrow,compat,541,1
55,gaze,compat,716,1
55,gaze,incomp,604,1
55,gaze,compat,546,1
55,arrow,incomp,881,1
55,gaze,compat,563,1
55,gaze,incomp,674,1
55,gaze,compat,603,1
55,arrow,compat,576,1
55,arrow,compat,758,1
55,arrow,incomp,540,1
55,gaze,incomp,676,1
55,arrow,incomp,790,1
55,arrow,compat,580,1
55,arrow,compat,754,1
55,arrow,incomp,584,1
55,arrow,compat,566,1
55,gaze,incomp,643,1
55,arrow,incomp,702,1
55,arrow,incomp,720,1
55,gaze,incomp,679,1
55,gaze,compat,761,1
55,gaze,compat,568,1
55,arrow,incomp,711,1
55,arrow,compat,478,1
55,arrow,incomp,496,1
55,arrow,incomp,554,1
55,gaze,incomp,625,1
55,gaze,compat,445,1
55,arrow,incomp,506,1
55,gaze,incomp,593,1
55,arrow,incomp,701,1
55,gaze,incomp,559,1
55,gaze,incomp,566,1
55,arrow,incomp,628,1
55,gaze,compat,824,1
55,gaze,compat,516,1
55,gaze,compat,675,1
55,arrow,incomp,662,1
55,gaze,incomp,497,1
55,arrow,incomp,633,1
55,arrow,compat,669,1
55,gaze,compat,567,1
55,arrow,incomp,996,1
55,arrow,compat,497,1
55,gaze,incomp,531,1
55,arrow,incomp,715,1
55,arrow,incomp,523,1
55,arrow,incomp,483,1
55,arrow,compat,469,1
55,gaze,compat,455,1
55,gaze,incomp,465,1
55,arrow,incomp,467,1
55,gaze,incomp,429,1
55,arrow,compat,505,1
55,arrow,compat,505,1
55,arrow,incomp,457,1
55,arrow,incomp,588,1
55,arrow,incomp,665,1
55,gaze,compat,571,1
55,arrow,incomp,874,1
55,gaze,compat,620,1
55,gaze,compat,622,1
55,gaze,incomp,490,1
55,arrow,compat,859,1
55,gaze,incomp,782,1
55,arrow,incomp,755,1
55,arrow,compat,674,1
55,arrow,compat,724,1
55,gaze,incomp,716,1
55,gaze,compat,612,1
55,gaze,compat,873,1
55,gaze,incomp,795,1
55,arrow,incomp,584,1
55,arrow,compat,797,1
55,gaze,incomp,643,1
55,gaze,compat,581,1
55,gaze,compat,788,1
55,gaze,incomp,601,1
55,arrow,incomp,1054,1
55,gaze,compat,760,1
55,gaze,incomp,439,1
55,arrow,compat,882,1
55,gaze,compat,972,1
55,arrow,incomp,659,1
55,gaze,incomp,565,1
55,gaze,compat,475,1
55,arrow,incomp,518,1
55,gaze,compat,677,1
55,gaze,incomp,614,1
55,arrow,compat,876,1
55,arrow,compat,462,1
55,arrow,compat,537,1
55,gaze,incomp,535,1
55,arrow,incomp,686,1
55,gaze,compat,623,1
55,gaze,incomp,587,1
55,arrow,compat,833,1
55,arrow,compat,556,1
55,arrow,compat,554,1
55,arrow,compat,529,1
55,arrow,incomp,769,1
55,gaze,incomp,599,1
55,gaze,compat,595,1
55,gaze,compat,536,1
55,arrow,compat,463,1
55,arrow,incomp,561,1
55,arrow,compat,512,1
55,arrow,incomp,625,1
55,arrow,incomp,588,1
55,arrow,compat,633,1
55,arrow,compat,476,1
55,arrow,compat,558,1
55,gaze,incomp,573,1
55,gaze,compat,547,1
55,arrow,incomp,698,1
55,gaze,incomp,554,1
55,arrow,incomp,586,1
55,gaze,incomp,526,1
55,gaze,compat,637,1
55,arrow,incomp,505,1
55,gaze,incomp,530,1
55,gaze,incomp,482,1
55,arrow,incomp,588,1
55,arrow,compat,570,1
55,arrow,compat,584,1
55,gaze,compat,771,1
55,gaze,compat,641,1
55,gaze,compat,645,1
55,arrow,compat,537,1
55,arrow,incomp,512,1
55,arrow,compat,553,1
55,gaze,compat,704,1
55,gaze,incomp,497,1
55,gaze,compat,722,1
55,arrow,compat,570,1
55,arrow,compat,616,1
55,arrow,incomp,693,1
55,arrow,compat,574,1
55,arrow,compat,843,1
55,gaze,compat,598,1
55,gaze,incomp,772,1
55,gaze,compat,577,1
55,gaze,incomp,630,1
55,gaze,incomp,603,1
55,gaze,compat,512,1
55,arrow,compat,577,1
55,gaze,compat,559,1
55,gaze,compat,597,1
55,gaze,incomp,698,1
55,gaze,compat,605,1
55,arrow,compat,641,1
55,arrow,incomp,668,1
55,gaze,incomp,494,1
55,arrow,incomp,519,1
55,gaze,incomp,607,1
55,gaze,incomp,780,1
55,arrow,incomp,570,1
56,arrow,compat,766,1
56,gaze,incomp,992,1
56,gaze,incomp,681,1
56,gaze,compat,1053,1
56,arrow,incomp,1331,1
56,gaze,compat,735,1
56,gaze,compat,962,1
56,gaze,compat,573,1
56,arrow,compat,710,1
56,arrow,compat,644,1
56,arrow,incomp,762,1
56,arrow,compat,637,1
56,gaze,compat,669,1
56,arrow,incomp,659,1
56,gaze,incomp,1577,1
56,arrow,compat,858,1
56,arrow,incomp,943,1
56,arrow,incomp,1515,1
56,arrow,incomp,678,1
56,arrow,compat,670,1
56,arrow,compat,692,1
56,gaze,incomp,993,1
56,arrow,compat,627,1
56,gaze,compat,435,1
56,gaze,compat,482,1
56,gaze,incomp,640,1
56,gaze,incomp,672,1
56,arrow,compat,1056,1
56,arrow,compat,534,1
56,gaze,compat,626,1
56,arrow,incomp,565,1
56,gaze,incomp,783,1
56,gaze,incomp,961,1
56,gaze,compat,1050,1
56,gaze,incomp,1129,1
56,gaze,compat,1084,1
56,gaze,incomp,945,1
56,arrow,incomp,1052,1
56,arrow,compat,746,1
56,gaze,incomp,1157,1
56,arrow,compat,880,1
56,arrow,incomp,1267,1
56,arrow,incomp,711,1
56,arrow,incomp,668,1
56,arrow,incomp,938,1
56,gaze,incomp,749,1
56,arrow,incomp,1337,1
56,arrow,compat,972,1
56,arrow,compat,606,1
56,arrow,compat,1071,1
56,arrow,compat,685,1
56,arrow,incomp,1042,1
56,gaze,incomp,1656,1
56,arrow,incomp,669,1
56,gaze,incomp,1196,1
56,arrow,compat,1365,1
56,gaze,compat,683,1
56,gaze,compat,1095,1
56,gaze,incomp,660,1
56,gaze,incomp,516,1
56,arrow,incomp,712,1
56,gaze,incomp,988,1
56,gaze,compat,1068,1
56,gaze,incomp,627,1
56,gaze,incomp,739,1
56,arrow,incomp,614,1
56,gaze,compat,698,1
56,gaze,incomp,455,1
56,gaze,compat,741,1
56,gaze,incomp,905,1
56,gaze,compat,996,1
56,arrow,compat,693,1
56,arrow,compat,658,1
56,gaze,incomp,1289,1
56,gaze,compat,830,1
56,arrow,incomp,790,1
56,gaze,compat,632,1
56,gaze,compat,694,1
56,arrow,incomp,1027,1
56,arrow,compat,628,1
56,gaze,incomp,700,1
56,arrow,incomp,458,1
56,gaze,incomp,680,1
56,gaze,compat,552,1
56,gaze,compat,467,1
56,arrow,incomp,417,1
56,gaze,compat,449,1
56,gaze,incomp,620,1
56,gaze,compat,499,1
56,arrow,compat,592,1
56,gaze,compat,1073,1
56,gaze,incomp,646,1
56,arrow,compat,646,1
56,gaze,incomp,589,1
56,gaze,incomp,1110,1
56,gaze,compat,594,1
56,arrow,incomp,645,1
56,gaze,incomp,571,1
56,arrow,compat,456,1
56,arrow,compat,728,1
56,gaze,compat,748,1
56,arrow,incomp,710,1
56,arrow,compat,779,1
56,arrow,incomp,693,1
56,arrow,compat,690,1
56,arrow,incomp,648,1
56,gaze,incomp,726,1
56,gaze,compat,778,1
56,gaze,compat,627,1
56,gaze,compat,524,1
56,arrow,compat,528,1
56,gaze,compat,538,1
56,arrow,compat,739,1
56,gaze,incomp,782,1
56,gaze,compat,616,1
56,arrow,incomp,598,1
56,gaze,compat,616,1
56,gaze,incomp,615,1
56,arrow,compat,532,1
56,arrow,incomp,656,1
56,gaze,compat,478,1
56,arrow,compat,796,1
56,gaze,incomp,638,1
56,gaze,compat,708,1
56,arrow,incomp,782,1
56,arrow,compat,678,1
56,arrow,incomp,1012,1
56,arrow,incomp,797,1
56,arrow,incomp,662,1
56,arrow,incomp,1236,1
56,arrow,compat,699,1
56,gaze,compat,888,1
56,gaze,incomp,716,1
56,gaze,compat,497,1
56,arrow,incomp,630,1
56,gaze,compat,566,1
56,arrow,incomp,847,1
56,arrow,incomp,725,1
56,arrow,compat,440,1
56,arrow,incomp,600,1
56,arrow,compat,551,1
56,gaze,compat,635,1
56,gaze,incomp,1627,1
56,arrow,incomp,610,1
56,gaze,incomp,468,1
56,arrow,compat,578,1
56,arrow,incomp,868,1
56,arrow,compat,618,1
56,arrow,compat,578,1
56,gaze,compat,612,1
56,gaze,compat,629,1
56,gaze,compat,453,1
56,gaze,incomp,571,1
56,gaze,incomp,540,1
56,gaze,incomp,465,1
56,gaze,incomp,663,1
56,arrow,compat,701,1
56,gaze,incomp,739,1
56,arrow,incomp,597,1
56,gaze,compat,424,1
56,arrow,compat,632,1
56,gaze,incomp,567,1
56,gaze,compat,767,1
56,arrow,incomp,561,1
56,arrow,incomp,564,1
56,gaze,incomp,678,1
56,arrow,incomp,525,1
56,arrow,incomp,523,1
56,gaze,compat,736,1
56,arrow,incomp,555,1
56,arrow,compat,517,1
56,arrow,incomp,442,1
56,gaze,incomp,625,1
56,gaze,compat,609,1
56,arrow,compat,745,1
56,gaze,incomp,644,1
56,arrow,compat,579,1
56,gaze,incomp,445,1
56,gaze,compat,453,1
56,arrow,incomp,876,1
56,gaze,compat,457,1
56,gaze,incomp,545,1
56,arrow,compat,644,1
56,arrow,compat,587,1
56,arrow,incomp,740,1
56,gaze,compat,456,1
56,arrow,compat,478,1
56,arrow,compat,740,1
56,gaze,compat,504,1
56,gaze,incomp,813,1
56,gaze,incomp,510,1
56,arrow,incomp,626,1
56,arrow,compat,442,1
56,gaze,compat,898,1
56,arrow,compat,766,1
56,gaze,incomp,711,1
56,arrow,compat,636,1
56,arrow,incomp,709,1
56,arrow,incomp,474,1
56,gaze,compat,567,1
56,arrow,incomp,657,1
56,arrow,incomp,520,1
56,arrow,compat,629,1
56,gaze,compat,1116,1
56,gaze,incomp,767,1
56,gaze,compat,601,1
56,arrow,incomp,546,1
56,gaze,compat,550,1
56,gaze,compat,521,1
56,arrow,compat,677,1
56,arrow,compat,540,1
56,gaze,incomp,656,1
56,arrow,incomp,519,1
56,gaze,compat,602,1
56,gaze,incomp,683,1
56,gaze,incomp,564,1
56,gaze,incomp,647,1
56,arrow,compat,749,1
56,arrow,compat,583,1
56,gaze,compat,761,1
56,arrow,compat,459,1
56,gaze,compat,603,1
56,arrow,compat,611,1
56,arrow,compat,420,1
56,gaze,compat,1093,1
56,arrow,incomp,489,1
57,gaze,incomp,443,1
57,arrow,incomp,516,1
57,arrow,incomp,489,1
57,gaze,incomp,423,1
57,gaze,compat,488,1
57,gaze,compat,662,1
57,arrow,compat,471,1
57,gaze,compat,470,1
57,gaze,incomp,445,1
57,arrow,incomp,364,1
57,arrow,compat,335,1
57,gaze,compat,421,1
57,arrow,compat,351,1
57,arrow,incomp,618,1
57,arrow,incomp,451,1
57,arrow,compat,690,1
57,arrow,compat,585,1
57,arrow,incomp,467,1
57,arrow,compat,523,1
57,gaze,incomp,705,1
57,gaze,compat,590,1
57,arrow,incomp,680,1
57,arrow,incomp,463,1
57,gaze,compat,662,1
57,arrow,incomp,533,1
57,gaze,compat,538,1
57,arrow,incomp,558,1
57,gaze,incomp,546,1
57,gaze,incomp,638,1
57,arrow,incomp,606,1
57,arrow,incomp,471,1
57,arrow,compat,398,1
57,arrow,incomp,488,1
57,arrow,compat,534,1
57,gaze,compat,442,1
57,gaze,compat,347,1
57,gaze,incomp,650,1
57,gaze,compat,570,1
57,gaze,compat,485,1
57,gaze,compat,459,1
57,arrow,compat,724,1
57,arrow,compat,481,1
57,gaze,compat,655,1
57,gaze,compat,471,1
57,gaze,incomp,581,1
57,gaze,incomp,504,1
57,gaze,incomp,478,1
57,arrow,compat,468,1
57,gaze,incomp,539,1
57,gaze,incomp,640,1
57,gaze,incomp,552,1
57,arrow,incomp,668,1
57,arrow,compat,595,1
57,arrow,incomp,453,1
57,arrow,compat,613,1
57,arrow,incomp,526,1
57,gaze,incomp,523,1
57,gaze,compat,679,1
57,gaze,incomp,670,1
57,gaze,compat,477,1
57,gaze,incomp,483,1
57,arrow,compat,369,1
57,gaze,compat,517,1
57,arrow,compat,578,1
57,arrow,compat,602,1
57,arrow,incomp,468,1
57,arrow,compat,580,1
57,gaze,compat,518,1
57,gaze,incomp,338,1
57,gaze,compat,567,1
57,gaze,compat,411,1
57,arrow,compat,492,1
57,arrow,compat,490,1
57,arrow,compat,560,1
57,arrow,compat,501,1
57,gaze,incomp,514,1
57,arrow,incomp,487,1
57,arrow,compat,477,1
57,arrow,compat,508,1
57,gaze,incomp,481,1
57,gaze,compat,927,1
57,arrow,compat,652,1
57,arrow,compat,579,1
57,gaze,incomp,525,1
57,gaze,compat,587,1
57,arrow,incomp,853,1
57,gaze,incomp,508,1
57,arrow,incomp,649,1
57,arrow,compat,1098,1
57,gaze,incomp,683,1
57,gaze,compat,456,1
57,gaze,compat,376,1
57,arrow,incomp,515,1
57,gaze,incomp,825,1
57,arrow,incomp,568,1
57,arrow,incomp,532,1
57,arrow,compat,513,1
57,arrow,compat,397,1
57,gaze,incomp,528,1
57,arrow,incomp,868,1
57,arrow,compat,499,1
57,arrow,incomp,537,1
57,gaze,compat,549,1
57,arrow,compat,689,1
57,gaze,compat,503,1
57,arrow,incomp,709,1
57,gaze,incomp,425,1
57,gaze,compat,580,1
57,gaze,incomp,412,1
57,arrow,incomp,800,1
57,gaze,incomp,641,1
57,arrow,incomp,617,1
57,gaze,compat,658,1
57,arrow,incomp,497,1
57,arrow,incomp,496,1
57,gaze,compat,549,1
57,arrow,incomp,864,1
57,gaze,compat,360,1
57,gaze,incomp,483,1
57,arrow,incomp,553,1
57,arrow,incomp,461,1
57,arrow,compat,461,1
57,gaze,incomp,420,1
57,arrow,incomp,469,1
57,arrow,compat,645,1
57,gaze,incomp,533,1
57,arrow,incomp,481,1
57,arrow,incomp,697,1
57,arrow,compat,532,1
57,arrow,incomp,506,1
57,gaze,compat,391,1
57,gaze,compat,586,1
57,gaze,compat,411,1
57,gaze,compat,573,1
57,arrow,compat,449,1
57,arrow,compat,591,1
57,gaze,incomp,578,1
57,arrow,compat,574,1
57,gaze,compat,593,1
57,gaze,compat,556,1
57,arrow,incomp,615,1
57,arrow,compat,591,1
57,arrow,incomp,722,1
57,gaze,compat,742,1
57,gaze,compat,499,1
57,gaze,incomp,1089,1
57,gaze,incomp,495,1
57,gaze,compat,757,1
57,arrow,compat,552,1
57,arrow,compat,387,1
57,gaze,compat,646,1
57,arrow,compat,429,1
57,arrow,compat,541,1
57,arrow,incomp,913,1
57,gaze,incomp,748,1
57,gaze,incomp,607,1
57,arrow,compat,552,1
57,gaze,incomp,524,1
57,gaze,compat,609,1
57,arrow,incomp,459,1
57,arrow,compat,522,1
57,arrow,incomp,567,1
57,gaze,compat,522,1
57,gaze,incomp,676,1
57,gaze,incomp,363,1
57,arrow,incomp,415,1
57,gaze,incomp,535,1
57,gaze,incomp,436,1
57,arrow,incomp,549,1
57,gaze,compat,609,1
57,gaze,incomp,475,1
57,arrow,incomp,529,1
57,arrow,incomp,428,1
57,arrow,incomp,701,1
57,arrow,compat,666,1
57,arrow,compat,489,1
57,gaze,incomp,644,1
57,gaze,incomp,572,1
57,arrow,compat,623,1
57,gaze,compat,696,1
57,arrow,incomp,557,1
57,arrow,compat,545,1
57,gaze,compat,558,1
57,arrow,incomp,377,1
57,gaze,compat,556,1
57,gaze,incomp,481,1
57,gaze,compat,1072,1
57,gaze,incomp,728,1
57,gaze,incomp,531,1
57,gaze,incomp,623,1
57,arrow,incomp,552,1
57,arrow,compat,532,1
57,gaze,incomp,400,1
57,gaze,incomp,602,1
57,arrow,incomp,443,1
57,gaze,compat,491,1
57,gaze,compat,514,1
57,arrow,compat,423,1
57,arrow,incomp,385,1
57,arrow,compat,515,1
57,arrow,incomp,432,1
57,gaze,compat,848,1
57,arrow,compat,527,1
57,arrow,incomp,515,1
57,arrow,incomp,537,1
57,gaze,compat,506,1
57,gaze,incomp,448,1
57,gaze,compat,479,1
57,gaze,incomp,533,1
57,arrow,compat,523,1
57,arrow,incomp,622,1
57,arrow,compat,615,1
57,gaze,compat,599,1
57,gaze,incomp,537,1
57,gaze,compat,574,1
57,arrow,compat,503,1
57,gaze,compat,661,1
57,arrow,compat,476,1
57,arrow,incomp,635,1
57,gaze,compat,579,1
57,gaze,compat,349,1
57,arrow,incomp,594,1
57,arrow,compat,572,1
57,gaze,compat,543,1
57,arrow,compat,492,1
57,arrow,incomp,554,1
57,gaze,compat,518,1
57,arrow,incomp,627,1
57,gaze,compat,413,1
57,arrow,incomp,822,1
57,gaze,incomp,743,1
57,gaze,compat,546,1
57,arrow,compat,422,1
57,arrow,incomp,479,1
57,gaze,compat,581,1
58,arrow,compat,518,1
58,arrow,compat,497,1
58,arrow,incomp,670,1
58,gaze,incomp,660,1
58,arrow,compat,413,1
58,gaze,compat,414,1
58,gaze,incomp,519,1
58,arrow,compat,532,1
58,gaze,incomp,488,1
58,gaze,incomp,463,1
58,arrow,incomp,574,1
58,arrow,compat,497,1
58,arrow,incomp,743,1
58,gaze,incomp,560,1
58,gaze,compat,676,1
58,arrow,incomp,523,1
58,arrow,compat,464,1
58,gaze,compat,751,1
58,gaze,incomp,674,1
58,arrow,incomp,578,1
58,arrow,compat,596,1
58,gaze,incomp,550,1
58,gaze,incomp,602,1
58,arrow,compat,531,1
58,gaze,compat,775,1
58,arrow,incomp,498,1
58,arrow,incomp,592,1
58,arrow,compat,593,1
58,gaze,incomp,700,1
58,arrow,compat,570,1
58,gaze,compat,442,1
58,arrow,incomp,554,1
58,gaze,incomp,478,1
58,arrow,compat,405,1
58,gaze,incomp,479,1
58,arrow,incomp,629,1
58,gaze,compat,462,1
58,gaze,compat,510,1
58,arrow,incomp,611,1
58,arrow,incomp,525,1
58,gaze,compat,489,1
58,gaze,compat,528,1
58,arrow,incomp,1,1
58,arrow,incomp,607,1
58,gaze,incomp,513,1
58,arrow,incomp,454,1
58,arrow,compat,501,1
58,gaze,incomp,515,1
58,gaze,compat,417,1
58,gaze,compat,514,1
58,gaze,incomp,655,1
58,gaze,incomp,583,1
58,arrow,compat,481,1
58,gaze,incomp,647,1
58,gaze,compat,639,1
58,arrow,incomp,599,1
58,gaze,compat,528,1
58,arrow,incomp,662,1
58,gaze,compat,501,1
58,arrow,compat,564,1
58,gaze,compat,487,1
58,gaze,incomp,580,1
58,gaze,compat,454,1
58,arrow,compat,398,1
58,arrow,compat,472,1
58,gaze,incomp,543,1
58,gaze,incomp,476,1
58,arrow,compat,411,1
58,gaze,compat,469,1
58,arrow,incomp,500,1
58,arrow,compat,449,1
58,arrow,compat,522,1
58,gaze,compat,478,1
58,arrow,compat,414,1
58,gaze,compat,591,1
58,arrow,incomp,449,1
58,gaze,incomp,529,1
58,gaze,incomp,501,1
58,gaze,incomp,531,1
58,gaze,incomp,439,1
58,arrow,incomp,471,1
58,arrow,compat,558,1
58,arrow,incomp,491,1
58,gaze,incomp,473,1
58,arrow,incomp,456,1
58,arrow,incomp,535,1
58,gaze,incomp,556,1
58,arrow,incomp,592,1
58,arrow,incomp,490,1
58,arrow,compat,423,1
58,gaze,compat,496,1
58,gaze,incomp,398,1
58,gaze,compat,464,1
58,arrow,incomp,457,1
58,arrow,incomp,608,1
58,arrow,compat,547,1
58,arrow,compat,478,1
58,gaze,compat,484,1
58,gaze,compat,427,1
58,gaze,compat,436,1
58,arrow,incomp,420,1
58,arrow,compat,493,1
58,gaze,incomp,475,1
58,arrow,incomp,554,1
58,arrow,compat,502,1
58,gaze,compat,443,1
58,gaze,compat,428,1
58,arrow,incomp,590,1
58,gaze,incomp,496,1
58,gaze,incomp,542,1
58,gaze,compat,483,1
58,arrow,incomp,464,1
58,arrow,compat,503,1
58,arrow,compat,478,1
58,gaze,incomp,645,1
58,arrow,compat,541,1
58,arrow,compat,546,1
58,arrow,incomp,701,1
58,gaze,incomp,515,1
58,gaze,compat,456,1
58,arrow,incomp,552,1
58,gaze,compat,435,1
58,arrow,compat,564,1
58,gaze,compat,511,1
58,gaze,compat,472,1
58,gaze,compat,447,1
58,arrow,compat,495,1
58,arrow,incomp,461,1
58,gaze,compat,469,1
58,gaze,incomp,475,1
58,gaze,incomp,498,1
58,gaze,compat,520,1
58,gaze,compat,397,1
58,arrow,compat,503,1
58,arrow,compat,389,1
58,gaze,compat,407,1
58,gaze,incomp,536,1
58,arrow,incomp,496,1
58,gaze,compat,381,1
58,gaze,incomp,441,1
58,arrow,compat,528,1
58,arrow,compat,405,1
58,gaze,incomp,430,1
58,arrow,compat,496,1
58,gaze,compat,342,1
58,gaze,incomp,409,1
58,gaze,incomp,516,1
58,gaze,incomp,393,1
58,gaze,incomp,459,1
58,gaze,compat,355,1
58,arrow,incomp,527,1
58,arrow,compat,524,1
58,gaze,incomp,488,1
58,arrow,incomp,511,1
58,arrow,compat,493,1
58,arrow,incomp,475,1
58,gaze,incomp,442,1
58,gaze,incomp,476,1
58,gaze,compat,475,1
58,gaze,compat,394,1
58,arrow,incomp,516,1
58,arrow,compat,507,1
58,gaze,incomp,528,1
58,arrow,compat,485,1
58,gaze,incomp,565,1
58,arrow,incomp,512,1
58,gaze,incomp,374,1
58,arrow,incomp,586,1
58,arrow,compat,555,1
58,arrow,incomp,534,1
58,arrow,incomp,1,1
58,gaze,compat,412,1
58,gaze,incomp,486,1
58,gaze,compat,468,1
58,gaze,incomp,507,1
58,gaze,incomp,393,1
58,arrow,incomp,595,1
58,arrow,compat,605,1
58,arrow,incomp,687,1
58,arrow,compat,461,1
58,gaze,compat,468,1
58,gaze,incomp,452,1
58,arrow,compat,554,1
58,arrow,compat,519,1
58,arrow,incomp,514,1
58,gaze,incomp,681,1
58,arrow,compat,447,1
58,arrow,compat,447,1
58,arrow,compat,560,1
58,arrow,compat,539,1
58,gaze,incomp,503,1
58,arrow,incomp,492,1
58,arrow,incomp,673,1
58,arrow,compat,545,1
58,gaze,incomp,516,1
58,gaze,compat,498,1
58,arrow,incomp,528,1
58,arrow,compat,532,1
58,arrow,incomp,561,1
58,gaze,incomp,484,1
58,gaze,compat,546,1
58,arrow,compat,510,1
58,arrow,compat,516,1
58,arrow,compat,417,1
58,gaze,compat,442,1
58,arrow,incomp,491,1
58,gaze,compat,513,1
58,arrow,incomp,495,1
58,arrow,compat,452,1
58,gaze,incomp,1012.9999999999999,1
58,arrow,incomp,486,1
58,arrow,incomp,436,1
58,arrow,compat,461,1
58,gaze,compat,445,1
58,gaze,incomp,501,1
58,gaze,compat,419,1
58,arrow,incomp,515,1
58,gaze,incomp,400,1
58,gaze,compat,611,1
58,arrow,incomp,548,1
58,arrow,compat,488,1
58,gaze,compat,375,1
58,gaze,incomp,433,1
58,arrow,compat,442,1
58,arrow,compat,394,1
58,arrow,incomp,588,1
58,arrow,incomp,582,1
58,arrow,incomp,689,1
58,gaze,compat,735,1
58,arrow,compat,491,1
58,gaze,compat,496,1
58,gaze,incomp,591,1
58,arrow,compat,489,1
58,arrow,incomp,544,1
58,gaze,compat,588,1
58,gaze,compat,527,1
58,arrow,incomp,475,1
58,gaze,incomp,482,1
58,arrow,incomp,545,1
58,arrow,incomp,525,1
58,gaze,incomp,450,1
58,gaze,compat,473,1
58,gaze,compat,577,1
58,arrow,incomp,539,1
58,arrow,compat,368,1
58,gaze,compat,450,1
58,gaze,compat,546,1
59,gaze,incomp,513,1
59,gaze,compat,456,1
59,arrow,incomp,506,1
59,gaze,compat,498,1
59,gaze,incomp,461,1
59,gaze,incomp,468,1
59,gaze,incomp,491,1
59,gaze,incomp,424,1
59,gaze,incomp,408,1
59,arrow,compat,592,1
59,gaze,compat,521,1
59,arrow,incomp,487,1
59,gaze,compat,448,1
59,arrow,compat,397,1
59,arrow,incomp,548,1
59,arrow,compat,475,1
59,arrow,incomp,440,1
59,gaze,incomp,432,1
59,gaze,incomp,608,1
59,arrow,compat,498,1
59,arrow,compat,591,1
59,gaze,incomp,600,1
59,arrow,incomp,586,1
59,arrow,compat,431,1
59,gaze,incomp,479,1
59,gaze,compat,458,1
59,arrow,incomp,473,1
59,arrow,compat,573,1
59,gaze,compat,574,1
59,arrow,incomp,519,1
59,gaze,incomp,513,1
59,gaze,incomp,626,1
59,gaze,compat,594,1
59,gaze,compat,635,1
59,gaze,compat,455,1
59,gaze,incomp,549,1
59,arrow,compat,548,1
59,gaze,compat,543,1
59,arrow,compat,481,1
59,arrow,compat,471,1
59,gaze,incomp,470,1
59,gaze,compat,486,1
59,arrow,compat,533,1
59,gaze,compat,424,1
59,gaze,compat,488,1
59,gaze,incomp,519,1
59,gaze,incomp,584,1
59,gaze,compat,551,1
59,arrow,incomp,554,1
59,gaze,incomp,498,1
59,gaze,incomp,556,1
59,arrow,compat,587,1
59,gaze,incomp,536,1
59,arrow,incomp,455,1
59,arrow,incomp,659,1
59,arrow,incomp,407,1
59,gaze,compat,600,1
59,gaze,incomp,640,1
59,gaze,compat,576,1
59,arrow,compat,625,1
59,arrow,compat,473,1
59,gaze,compat,574,1
59,gaze,incomp,585,1
59,gaze,incomp,551,1
59,arrow,incomp,543,1
59,arrow,compat,514,1
59,arrow,compat,343,1
59,arrow,compat,467,1
59,arrow,incomp,409,1
59,arrow,incomp,521,1
59,gaze,incomp,563,1
59,arrow,incomp,472,1
59,arrow,incomp,553,1
59,arrow,compat,625,1
59,gaze,compat,601,1
59,arrow,compat,779,1
59,arrow,incomp,450,1
59,gaze,incomp,601,1
59,arrow,compat,479,1
59,gaze,incomp,514,1
59,arrow,incomp,434,1
59,gaze,compat,562,1
59,gaze,incomp,543,1
59,arrow,compat,412,1
59,arrow,compat,334,1
59,arrow,incomp,556,1
59,arrow,compat,560,1
59,gaze,compat,623,1
59,gaze,compat,526,1
59,gaze,compat,467,1
59,arrow,incomp,506,1
59,gaze,compat,607,1
59,arrow,incomp,485,1
59,gaze,compat,435,1
59,arrow,compat,405,1
59,gaze,compat,500,1
59,gaze,compat,353,1
59,gaze,incomp,425,1
59,arrow,compat,522,1
59,gaze,compat,498,1
59,gaze,compat,465,1
59,arrow,compat,478,1
59,gaze,incomp,573,1
59,gaze,compat,542,1
59,arrow,incomp,430,1
59,arrow,incomp,519,1
59,arrow,incomp,561,1
59,arrow,incomp,511,1
59,arrow,incomp,533,1
59,arrow,compat,465,1
59,gaze,incomp,512,1
59,gaze,compat,585,1
59,arrow,compat,459,1
59,gaze,incomp,529,1
59,gaze,compat,567,1
59,gaze,compat,491,1
59,arrow,incomp,462,1
59,arrow,incomp,607,1
