pid,stim,gaze,target,compat,isi,rt,acc
p73,stim5,right,right,compat,400,0.471,1
p73,stim8,left,left,compat,800,0.605,1
p73,stim7,left,left,compat,400,0.902,1
p73,arrow,right,right,compat,800,0.635,1
p73,stim4,left,left,compat,400,0.523,1
p73,stim8,left,right,incomp,800,0.503,1
p73,stim1,right,left,incomp,400,0.556,1
p73,arrow,right,right,compat,800,0.504,1
p73,stim4,right,right,compat,800,0.581,1
p73,stim1,left,right,incomp,800,0.447,1
p73,arrow,left,left,compat,800,0.598,1
p73,arrow,right,right,compat,800,0.407,1
p73,stim5,left,right,incomp,800,0.448,1
p73,stim1,right,left,incomp,800,0.495,1
p73,stim1,left,left,compat,800,0.476,1
p73,arrow,left,right,incomp,400,1.235,1
p73,arrow,right,right,compat,400,0.553,1
p73,arrow,left,right,incomp,800,0.493,1
p73,stim7,left,right,incomp,400,0.609,1
p73,arrow,left,left,compat,800,0.594,1
p73,stim4,left,left,compat,800,0.532,0
p73,arrow,left,left,compat,800,0.68,1
p73,arrow,right,left,incomp,400,0.549,1
p73,stim6,right,right,compat,400,0.496,1
p73,arrow,left,left,compat,400,0.406,1
p73,arrow,right,left,incomp,400,0.454,1
p73,arrow,left,right,incomp,400,0.589,1
p73,stim5,left,left,compat,800,0.566,1
p73,stim8,right,left,incomp,800,0.568,1
p73,stim3,left,left,compat,400,0.626,1
p73,arrow,right,right,compat,800,0.634,1
p73,stim2,right,left,incomp,400,0.586,1
p73,arrow,right,right,compat,400,0.523,1
p73,arrow,right,left,incomp,400,0.703,1
p73,arrow,right,left,incomp,800,0.444,1
p73,stim2,left,left,compat,800,0.516,1
p73,arrow,left,left,compat,800,0.584,1
p73,stim4,right,left,incomp,800,0.617,0
p73,stim2,left,right,incomp,400,0.522,1
p73,arrow,right,left,incomp,400,0.614,1
p73,arrow,right,right,compat,400,0.55,1
p73,stim7,left,left,compat,400,0.601,1
p73,arrow,right,right,compat,400,0.617,1
p73,arrow,left,left,compat,800,0.714,1
p73,stim5,left,right,incomp,800,0.606,1
p73,arrow,right,left,incomp,400,0.63,1
p73,arrow,right,right,compat,800,0.431,1
p73,stim1,right,right,compat,800,0.566,1
p73,arrow,right,right,compat,400,0.576,1
p73,stim8,left,right,incomp,800,0.778,1
p73,arrow,right,left,incomp,400,0.42,1
p73,stim5,left,left,compat,400,1.004,1
p73,arrow,right,left,incomp,800,0.444,1
p73,arrow,right,left,incomp,400,0.837,1
p73,stim7,left,right,incomp,800,0.451,1
p73,arrow,right,left,incomp,400,0.657,1
p73,arrow,left,left,compat,400,0.521,1
p73,arrow,right,left,incomp,800,0.684,1
p73,stim6,right,left,incomp,800,0.562,1
p73,stim1,right,left,incomp,800,0.557,1
p73,stim4,left,left,compat,400,0.607,1
p73,stim4,left,left,compat,800,0.576,0
p73,stim1,right,left,incomp,400,0.666,1
p73,arrow,left,left,compat,800,0.632,1
p73,stim4,right,left,incomp,400,0.6,1
p73,stim3,right,right,compat,400,0.44,1
p73,stim6,left,left,compat,800,0.488,1
p73,arrow,left,right,incomp,800,0.518,1
p73,stim7,left,right,incomp,400,0.546,1
p73,arrow,left,right,incomp,800,0.676,1
p73,arrow,right,left,incomp,400,0.644,1
p73,stim2,left,left,compat,800,0.539,1
p73,stim3,right,right,compat,800,0.574,1
p73,stim6,right,right,compat,800,0.832,1
p73,stim8,right,left,incomp,400,0.424,1
p73,stim1,left,left,compat,800,0.44,1
p73,stim3,left,right,incomp,800,0.456,0
p73,arrow,right,left,incomp,800,0.583,1
p73,arrow,right,right,compat,800,0.576,1
p73,stim8,right,right,compat,800,0.482,1
p73,stim8,right,left,incomp,800,0.408,1
p73,arrow,left,left,compat,800,0.49,1
p73,stim7,right,left,incomp,800,0.831,1
p73,arrow,right,left,incomp,400,0.453,1
p73,stim2,right,right,compat,800,0.502,1
p73,stim2,left,left,compat,400,0.537,1
p73,stim5,right,right,compat,400,0.413,1
p73,arrow,left,left,compat,800,0.374,1
p73,stim6,right,left,incomp,400,0.457,0
p73,arrow,left,left,compat,400,0.478,0
p73,arrow,left,left,compat,400,0.813,1
p73,stim3,left,right,incomp,400,0.445,1
p73,arrow,right,right,compat,800,0.54,1
p73,arrow,left,right,incomp,400,0.608,1
p73,stim6,left,left,compat,400,0.657,1
p73,arrow,right,right,compat,400,0.568,1
p73,stim2,right,right,compat,400,1.017,1
p73,arrow,right,left,incomp,800,0.393,0
p73,stim5,right,right,compat,800,0.491,0
p73,stim2,right,left,incomp,800,0.656,1
p73,stim5,left,left,compat,800,0.519,1
p73,stim7,right,right,compat,400,0.49,1
p73,stim6,right,right,compat,400,0.602,1
p73,arrow,left,right,incomp,400,0.468,1
p73,arrow,left,right,incomp,400,0.57,1
p73,stim4,left,right,incomp,800,0.588,1
p73,stim4,right,right,compat,800,0.421,0
p73,arrow,left,right,incomp,400,0.508,1
p73,arrow,left,right,incomp,800,0.475,1
p73,arrow,right,left,incomp,800,0.4,1
p73,stim7,left,left,compat,800,0.562,1
p73,arrow,left,left,compat,400,0.524,1
p73,stim6,left,right,incomp,800,0.473,1
p73,stim4,left,right,incomp,400,0.686,1
p73,arrow,right,right,compat,800,0.571,1
p73,stim1,right,right,compat,400,0.605,1
p73,stim4,right,right,compat,400,0.726,1
p73,arrow,left,left,compat,400,0.49,1
p73,arrow,left,right,incomp,800,0.512,1
p73,arrow,right,left,incomp,800,0.428,1
p73,arrow,right,right,compat,400,0.365,0
p73,stim4,right,left,incomp,800,0.503,1
p73,stim1,left,left,compat,400,0.395,1
p73,arrow,right,right,compat,800,0.525,1
p73,arrow,right,right,compat,800,0.529,1
p73,arrow,left,right,incomp,400,0.509,1
p73,stim1,left,right,incomp,800,0.546,1
p73,stim1,left,right,incomp,400,0.598,1
p73,arrow,left,left,compat,800,0.499,1
p73,arrow,left,left,compat,800,0.676,1
p73,stim3,left,left,compat,400,0.474,1
p73,arrow,right,right,compat,800,0.488,1
p73,arrow,right,left,incomp,800,0.509,1
p73,arrow,left,left,compat,400,0.618,1
p73,arrow,right,right,compat,400,0.586,1
p73,arrow,left,left,compat,400,0.491,1
p73,arrow,right,left,incomp,400,0.537,1
p73,arrow,left,right,incomp,800,0.524,1
p73,stim8,left,right,incomp,400,0.4,1
p73,stim5,left,right,incomp,400,0.442,1
p73,arrow,left,left,compat,800,0.529,1
p73,arrow,right,left,incomp,800,0.405,0
p73,stim3,right,left,incomp,800,0.67,1
p73,stim2,left,right,incomp,800,0.564,1
p73,arrow,left,right,incomp,800,0.654,1
p73,arrow,left,left,compat,400,0.549,1
p73,arrow,left,right,incomp,400,0.52,1
p73,arrow,left,right,incomp,800,0.532,1
p73,stim8,left,left,compat,400,0.464,1
p73,stim8,left,left,compat,800,0.446,1
p73,stim5,right,left,incomp,800,0.606,1
p73,arrow,left,left,compat,800,0.702,1
p73,arrow,right,right,compat,400,0.611,1
p73,stim3,right,left,incomp,400,0.564,1
p73,stim6,left,right,incomp,400,0.494,1
p73,stim8,right,right,compat,400,0.676,1
p73,stim7,right,right,compat,800,0.617,1
p73,arrow,left,right,incomp,800,0.521,1
p73,stim5,right,left,incomp,400,0.455,1
p73,stim3,left,left,compat,800,0.468,1
p73,arrow,left,right,incomp,400,0.523,1
p73,stim2,right,left,incomp,400,0.511,1
p73,arrow,left,right,incomp,400,0.387,1
p73,arrow,right,right,compat,400,0.725,1
p73,stim7,right,left,incomp,400,0.489,1
p73,arrow,right,right,compat,800,0.398,1
p74,arrow,right,right,compat,800,0.643,1
p74,stim1,right,left,incomp,400,0.532,1
p74,stim3,left,left,compat,400,0.538,1
p74,stim4,right,right,compat,800,0.583,1
p74,stim4,left,left,compat,800,0.553,1
p74,arrow,right,left,incomp,400,0.64,1
p74,stim6,right,left,incomp,400,0.762,1
p74,arrow,left,left,compat,400,0.69,1
p74,arrow,left,right,incomp,800,0.658,1
p74,arrow,left,right,incomp,400,0.634,1
p74,arrow,right,right,compat,800,0.723,1
p74,stim5,left,left,compat,400,0.713,1
p74,arrow,left,left,compat,400,0.59,1
p74,arrow,left,left,compat,800,0.586,1
p74,stim1,left,right,incomp,400,0.64,1
p74,arrow,left,left,compat,400,0.544,1
p74,arrow,left,right,incomp,800,0.706,1
p74,arrow,left,left,compat,800,0.528,1
p74,stim5,left,left,compat,800,0.55,1
p74,arrow,right,left,incomp,800,0.69,1
p74,stim5,right,left,incomp,400,0.697,1
p74,stim2,right,left,incomp,400,0.608,1
p74,arrow,right,left,incomp,800,0.625,1
p74,stim7,right,left,incomp,800,0.603,1
p74,stim8,right,right,compat,800,0.789,1
p74,arrow,right,left,incomp,400,0.635,1
p74,stim6,left,left,compat,400,0.753,1
p74,stim7,right,left,incomp,400,0.633,1
p74,stim8,right,left,incomp,800,0.655,1
p74,stim2,left,right,incomp,800,0.559,1
p74,arrow,right,right,compat,800,0.635,1
p74,arrow,right,right,compat,800,0.611,1
p74,stim8,left,left,compat,800,0.691,1
p74,arrow,left,right,incomp,400,0.667,1
p74,stim3,left,right,incomp,800,0.778,1
p74,stim7,left,right,incomp,800,0.588,1
p74,arrow,right,left,incomp,400,0.626,1
p74,arrow,right,right,compat,400,0.77,1
p74,stim6,left,right,incomp,400,0.6,1
p74,arrow,left,left,compat,800,0.671,1
p74,arrow,left,left,compat,400,0.649,1
p74,stim3,right,left,incomp,800,0.784,1
p74,arrow,right,right,compat,400,0.691,1
p74,arrow,left,right,incomp,400,0.61,1
p74,stim6,right,right,compat,400,0.732,1
p74,stim2,left,right,incomp,400,0.504,0
p74,stim6,right,left,incomp,800,0.832,1
p74,arrow,right,right,compat,400,0.729,1
p74,arrow,right,left,incomp,800,0.693,1
p74,stim3,right,left,incomp,400,0.691,1
p74,arrow,left,right,incomp,400,0.746,1
p74,stim6,left,left,compat,800,0.606,1
p74,arrow,left,right,incomp,400,0.618,1
p74,stim4,right,left,incomp,400,0.707,1
p74,arrow,right,left,incomp,400,0.601,1
p74,stim2,right,right,compat,800,0.588,1
p74,stim5,left,right,incomp,800,0.607,1
p74,arrow,right,right,compat,800,0.706,1
p74,stim4,left,right,incomp,400,0.594,1
p74,arrow,right,left,incomp,400,0.731,1
p74,stim7,left,left,compat,800,0.615,1
p74,stim1,right,left,incomp,800,0.57,1
p74,stim3,left,left,compat,800,0.58,1
p74,arrow,right,right,compat,400,0.601,1
p74,arrow,left,right,incomp,400,0.766,1
p74,arrow,right,left,incomp,800,0.705,1
p74,stim8,left,left,compat,400,0.738,1
p74,arrow,left,left,compat,800,0.707,1
p74,stim1,left,left,compat,800,0.649,1
p74,stim3,right,right,compat,800,0.594,1
p74,arrow,right,right,compat,400,0.653,1
p74,stim7,left,right,incomp,400,0.616,1
p74,arrow,left,left,compat,800,0.686,1
p74,arrow,right,left,incomp,800,0.621,1
p74,stim4,left,right,incomp,800,0.606,1
p74,stim8,left,right,incomp,800,0.529,1
p74,stim7,right,right,compat,400,0.654,1
p74,stim6,left,right,incomp,800,0.838,1
p74,stim2,left,left,compat,800,0.606,1
p74,stim5,left,right,incomp,400,0.649,1
p74,arrow,left,right,incomp,800,0.569,1
p74,stim8,right,right,compat,400,0.696,1
p74,stim1,left,left,compat,400,0.652,1
p74,arrow,right,left,incomp,400,0.615,1
p74,stim1,left,right,incomp,800,1.046,1
p74,stim3,right,right,compat,400,0.725,1
p74,arrow,left,left,compat,400,0.651,1
p74,arrow,left,right,incomp,400,0.595,1
p74,stim7,left,left,compat,400,0.605,1
p74,arrow,left,left,compat,400,0.548,1
p74,stim4,right,right,compat,400,0.59,1
p74,arrow,right,right,compat,800,0.625,0
p74,arrow,left,right,incomp,800,0.858,1
p74,arrow,right,right,compat,800,0.633,1
p74,arrow,right,left,incomp,400,0.661,1
p74,arrow,left,right,incomp,800,0.571,1
p74,arrow,right,right,compat,800,0.795,1
p74,stim2,left,left,compat,400,0.792,1
p74,arrow,left,left,compat,400,0.73,1
p74,arrow,left,right,incomp,800,0.516,1
p74,arrow,right,right,compat,400,0.645,1
p74,arrow,left,left,compat,800,0.514,1
p74,arrow,right,left,incomp,800,0.649,1
p74,arrow,left,left,compat,800,0.696,1
p74,arrow,left,right,incomp,800,0.639,1
p74,arrow,right,left,incomp,400,0.618,1
p74,stim1,right,right,compat,800,0.69,1
p74,stim5,right,right,compat,800,0.599,1
p74,arrow,left,left,compat,800,0.706,1
p74,arrow,right,right,compat,400,0.687,1
p74,stim6,right,right,compat,800,0.63,1
p74,stim1,right,right,compat,400,0.642,1
p74,arrow,left,left,compat,400,0.568,1
p74,stim2,right,right,compat,400,0.687,1
p74,arrow,left,right,incomp,400,0.686,1
p74,stim5,right,left,incomp,800,0.65,1
p74,arrow,right,left,incomp,800,0.634,1
p74,stim5,right,right,compat,400,0.653,1
p74,stim8,right,left,incomp,400,0.59,1
p74,stim7,right,right,compat,800,0.622,1
p74,stim4,right,left,incomp,800,0.608,1
p74,arrow,right,right,compat,400,0.74,1
p74,stim8,left,right,incomp,400,0.681,1
p74,stim2,right,left,incomp,800,0.502,1
p74,arrow,left,right,incomp,800,0.572,1
p74,arrow,right,left,incomp,800,0.632,0
p74,stim4,left,left,compat,400,0.819,1
p74,stim3,left,right,incomp,400,0.613,1
p74,stim2,left,right,incomp,400,0.761,1
p74,arrow,right,left,incomp,800,0.674,1
p74,arrow,right,left,incomp,800,0.665,1
p74,stim6,left,left,compat,400,0.595,1
p74,stim3,left,right,incomp,400,0.563,1
p74,arrow,left,left,compat,800,0.719,1
p74,stim3,right,right,compat,800,0.581,1
p74,arrow,right,right,compat,800,0.624,1
p74,stim7,right,left,incomp,800,0.609,1
p74,arrow,right,right,compat,400,0.701,1
p74,arrow,left,right,incomp,400,0.515,1
p74,stim7,right,right,compat,800,0.631,1
p74,stim4,left,right,incomp,800,0.632,1
p74,stim3,left,left,compat,400,0.588,1
p74,arrow,right,left,incomp,400,0.647,1
p74,stim5,left,right,incomp,400,0.704,1
p74,stim2,left,left,compat,400,0.574,1
p74,stim5,right,left,incomp,400,0.65,1
p74,arrow,left,right,incomp,800,0.648,1
p74,stim2,left,right,incomp,800,0.631,1
p74,arrow,left,right,incomp,400,0.836,1
p74,arrow,left,right,incomp,800,0.666,1
p74,arrow,left,right,incomp,400,0.523,1
p74,arrow,right,left,incomp,800,0.567,1
p74,stim1,right,left,incomp,400,0.533,1
p74,stim1,left,left,compat,800,0.639,1
p74,stim7,right,right,compat,400,0.596,1
p74,stim8,left,left,compat,800,0.579,1
p74,arrow,left,right,incomp,400,0.633,0
p74,arrow,left,left,compat,800,0.727,1
p74,arrow,right,left,incomp,400,0.744,1
p74,stim8,left,right,incomp,400,0.52,1
p74,arrow,left,right,incomp,400,0.919,1
p74,stim2,right,right,compat,800,0.665,1
p74,arrow,left,right,incomp,800,0.761,1
p74,stim2,right,right,compat,400,0.615,1
p74,arrow,left,left,compat,800,0.629,1
p74,stim6,left,right,incomp,800,0.615,1
p74,arrow,right,right,compat,400,0.659,1
p74,arrow,left,left,compat,800,0.719,1
p74,arrow,right,right,compat,800,0.588,1
p74,arrow,left,left,compat,800,0.584,1
p74,arrow,left,left,compat,800,0.579,1
p74,stim7,left,right,incomp,400,0.577,1
p74,stim8,right,right,compat,400,0.644,1
p74,arrow,right,left,incomp,800,0.633,1
p74,arrow,left,right,incomp,800,0.595,1
p74,stim8,left,right,incomp,800,0.604,1
p74,stim6,right,left,incomp,800,0.759,1
p74,arrow,left,right,incomp,800,0.585,1
p74,stim7,left,left,compat,800,0.525,1
p74,arrow,left,right,incomp,400,0.61,1
p74,stim6,left,right,incomp,400,0.568,1
p74,arrow,right,right,compat,800,0.641,1
p74,stim8,right,left,incomp,800,0.544,1
p74,stim5,right,left,incomp,800,0.548,1
p74,arrow,left,left,compat,400,0.556,1
p74,arrow,left,right,incomp,400,0.6,1
p74,arrow,right,right,compat,400,0.668,1
p74,arrow,left,left,compat,400,0.668,1
p74,stim2,left,left,compat,800,0.552,1
p74,arrow,left,left,compat,400,0.567,1
p74,arrow,right,right,compat,800,0.753,1
p74,stim5,right,right,compat,400,0.639,1
p74,arrow,left,right,incomp,800,0.651,1
p74,arrow,right,right,compat,800,0.563,1
p74,arrow,right,right,compat,800,0.631,1
p74,stim4,right,right,compat,800,0.528,1
p74,arrow,right,right,compat,400,0.52,1
p74,stim4,right,left,incomp,800,0.564,1
p74,stim1,left,right,incomp,400,0.458,1
p74,stim5,left,left,compat,800,0.52,1
p74,stim5,right,right,compat,800,0.494,1
p74,arrow,right,left,incomp,400,0.615,1
p74,arrow,left,left,compat,400,0.536,1
p74,stim7,left,right,incomp,800,0.652,1
p74,stim4,right,right,compat,400,0.695,1
p74,stim2,right,left,incomp,800,0.562,1
p74,arrow,right,left,incomp,400,0.577,1
p74,arrow,left,right,incomp,800,0.585,1
p74,stim2,right,left,incomp,400,0.655,1
p74,stim3,right,left,incomp,400,0.792,1
p74,arrow,right,left,incomp,400,0.563,1
p74,stim3,left,left,compat,800,0.691,1
p74,stim1,right,right,compat,800,0.618,1
p74,stim3,right,left,incomp,800,0.603,1
p74,stim7,right,left,incomp,400,0.792,1
p74,stim3,right,right,compat,400,0.683,1
p74,stim5,left,left,compat,400,0.69,1
p74,arrow,left,left,compat,400,0.594,1
p74,stim5,left,right,incomp,800,0.609,1
p74,stim4,left,left,compat,800,0.691,1
p74,stim1,right,left,incomp,800,0.593,1
p74,arrow,right,left,incomp,800,0.642,1
p74,arrow,right,left,incomp,400,0.638,1
p74,stim4,left,right,incomp,400,0.631,1
p74,arrow,right,right,compat,400,0.644,1
p74,stim1,left,right,incomp,800,0.658,1
p74,arrow,right,right,compat,400,0.57,1
p74,stim1,left,left,compat,400,0.649,1
p74,arrow,right,left,incomp,400,0.593,1
p74,arrow,right,left,incomp,800,0.641,1
p74,stim4,right,left,incomp,400,0.684,1
p74,stim8,right,left,incomp,400,0.612,1
p74,stim7,left,left,compat,400,0.578,1
p74,arrow,left,left,compat,400,0.683,1
p74,stim8,left,left,compat,400,0.626,1
p74,stim6,right,right,compat,400,0.51,1
p74,stim8,right,right,compat,800,0.609,1
p74,stim6,right,right,compat,800,0.57,1
p74,stim1,right,right,compat,400,0.706,1
p74,stim6,left,left,compat,800,0.548,0
p74,stim4,left,left,compat,400,0.683,1
p74,arrow,right,right,compat,800,0.575,1
p74,arrow,right,left,incomp,400,0.611,1
p74,arrow,right,left,incomp,800,0.702,1
p74,arrow,right,right,compat,400,0.494,1
p74,stim3,left,right,incomp,800,0.562,1
p74,arrow,right,right,compat,400,0.53,1
p74,stim6,right,left,incomp,400,0.503,1
p74,arrow,left,right,incomp,800,0.483,1
p74,arrow,left,left,compat,400,0.477,1
p74,arrow,right,right,compat,800,0.481,1
p74,arrow,left,left,compat,800,0.721,1
p74,arrow,right,left,incomp,800,0.526,1
p74,arrow,left,left,compat,400,0.568,1
p74,arrow,left,right,incomp,400,0.787,1
p74,arrow,left,left,compat,800,0.523,1
P75,stim4,right,left,incomp,800,0.645,1
P75,stim4,right,left,incomp,400,0.673,1
P75,stim1,left,left,compat,800,1.165,1
P75,stim2,left,right,incomp,400,0.54,1
P75,stim1,right,right,compat,800,0.668,1
P75,arrow,right,right,compat,800,0.64,1
P75,arrow,right,right,compat,400,0.652,1
P75,stim3,left,left,compat,400,0.686,1
P75,stim3,right,right,compat,800,0.586,1
P75,arrow,right,right,compat,400,0.567,1
P75,arrow,left,right,incomp,800,0.895,1
P75,stim8,right,right,compat,400,0.537,1
P75,arrow,left,right,incomp,400,0.552,1
P75,stim3,right,left,incomp,400,0.456,1
P75,stim8,left,right,incomp,400,0.755,1
P75,stim1,right,right,compat,400,0.657,1
P75,arrow,left,left,compat,800,0.462,1
P75,arrow,right,right,compat,400,0.865,1
P75,stim4,left,left,compat,800,0.541,1
P75,stim7,left,left,compat,800,0.589,1
P75,arrow,right,right,compat,800,0.525,1
P75,stim3,right,right,compat,400,0.581,1
P75,arrow,right,left,incomp,400,0.507,1
P75,arrow,right,right,compat,800,0.622,1
P75,arrow,left,left,compat,400,0.986,1
P75,stim3,left,right,incomp,800,0.585,1
P75,stim5,right,right,compat,800,0.504,1
P75,arrow,right,right,compat,400,0.8,1
P75,arrow,left,left,compat,800,0.502,1
P75,arrow,left,right,incomp,400,0.552,1
P75,arrow,left,left,compat,800,0.383,1
P75,arrow,left,right,incomp,400,0.557,1
P75,stim5,left,left,compat,400,0.765,1
P75,stim5,left,right,incomp,800,0.62,1
P75,arrow,left,left,compat,400,0.521,1
P75,arrow,right,right,compat,800,0.458,1
P75,stim5,right,left,incomp,400,0.604,1
P75,arrow,left,right,incomp,400,0.561,1
P75,stim2,right,right,compat,400,0.64,1
P75,stim3,left,right,incomp,400,0.612,1
P75,arrow,right,left,incomp,800,0.586,1
P75,arrow,left,left,compat,800,0.505,1
P75,arrow,left,left,compat,800,0.571,1
P75,stim2,right,right,compat,800,0.523,0
P75,stim4,left,right,incomp,800,1.084,1
P75,stim6,left,right,incomp,400,0.637,1
P75,arrow,right,right,compat,400,0.473,1
P75,stim7,left,right,incomp,400,0.548,1
P75,stim8,right,left,incomp,400,1.076,1
P75,arrow,left,left,compat,400,0.518,1
P75,arrow,left,right,incomp,800,0.456,1
P75,stim6,right,right,compat,800,0.475,1
P75,arrow,right,left,incomp,800,0.631,1
P75,stim7,right,right,compat,800,0.661,1
P75,stim2,left,right,incomp,800,0.593,1
P75,arrow,right,left,incomp,400,0.47,1
P75,arrow,left,left,compat,400,0.393,1
P75,arrow,left,right,incomp,800,0.383,1
P75,arrow,right,left,incomp,800,0.509,1
P75,arrow,left,right,incomp,800,0.576,1
P75,stim2,right,left,incomp,400,0.71,1
P75,stim6,right,left,incomp,400,0.647,1
P75,arrow,right,left,incomp,800,0.9,1
P75,arrow,right,left,incomp,800,0.622,1
P75,stim6,right,right,compat,400,0.648,1
P75,stim5,right,left,incomp,800,0.71,1
P75,stim4,left,right,incomp,400,0.502,1
P75,stim2,left,left,compat,800,0.408,1
P75,arrow,right,left,incomp,400,0.437,1
P75,arrow,right,left,incomp,800,0.37,1
P75,stim1,right,left,incomp,800,0.37,1
P75,arrow,left,right,incomp,800,0.536,1
P75,arrow,right,left,incomp,400,0.552,1
P75,arrow,right,right,compat,800,0.505,1
P75,arrow,left,right,incomp,800,0.771,1
P75,stim8,left,right,incomp,800,0.729,1
P75,arrow,left,left,compat,800,0.73,1
P75,stim7,right,left,incomp,400,0.651,1
P75,stim2,right,left,incomp,800,0.727,1
P75,arrow,left,right,incomp,400,0.528,1
P75,arrow,right,right,compat,400,0.681,1
P75,arrow,right,right,compat,800,0.628,1
P75,stim6,right,left,incomp,800,1.369,1
P75,arrow,left,left,compat,400,0.728,1
P75,stim6,left,left,compat,800,0.442,1
P75,stim7,right,right,compat,400,0.581,1
P75,stim1,left,right,incomp,800,0.62,1
P75,arrow,right,left,incomp,400,0.545,1
P75,arrow,left,right,incomp,800,0.522,1
P75,arrow,left,left,compat,400,0.49,1
P75,stim4,right,right,compat,400,0.58,1
P75,arrow,left,right,incomp,400,0.675,1
P75,arrow,left,right,incomp,400,0.461,1
P75,stim1,left,left,compat,400,0.4,1
P75,stim7,right,left,incomp,800,0.589,1
P75,arrow,right,left,incomp,400,0.54,1
P75,arrow,right,left,incomp,800,0.616,1
P75,stim1,right,left,incomp,400,0.589,1
P75,stim3,right,left,incomp,800,0.54,1
P75,arrow,right,right,compat,400,0.604,1
P75,stim4,left,left,compat,400,0.689,1
P75,arrow,left,left,compat,400,0.426,1
P75,stim5,left,left,compat,800,0.545,0
P75,arrow,left,right,incomp,800,0.665,1
P75,stim8,right,left,incomp,800,0.637,1
P75,stim5,left,right,incomp,400,0.657,1
P75,stim6,left,right,incomp,800,0.604,1
P75,arrow,left,left,compat,800,0.546,1
P75,stim1,left,right,incomp,400,0.85,1
P75,arrow,right,left,incomp,400,0.597,1
P75,stim2,left,left,compat,400,0.587,1
P75,stim7,left,right,incomp,800,0.778,1
P75,stim7,left,left,compat,400,0.632,1
P75,stim3,left,left,compat,800,0.686,1
P75,stim5,right,right,compat,400,0.671,1
P75,arrow,right,right,compat,400,0.61,1
P75,stim4,right,right,compat,800,0.576,1
P75,arrow,right,right,compat,800,0.568,1
P75,stim8,left,left,compat,400,0.597,1
P75,arrow,left,right,incomp,400,0.611,1
P75,stim8,right,right,compat,800,0.673,1
P75,stim8,left,left,compat,800,0.581,1
P75,arrow,left,left,compat,800,0.588,1
P75,arrow,right,left,incomp,800,0.627,1
P75,arrow,left,left,compat,400,0.567,1
P75,arrow,right,right,compat,800,0.558,1
P75,stim6,left,left,compat,400,0.605,1
P75,arrow,right,left,incomp,400,0.675,1
P75,stim5,right,left,incomp,400,0.564,1
P75,arrow,left,right,incomp,400,0.516,1
P75,arrow,left,left,compat,400,0.419,1
P75,stim5,right,left,incomp,800,0.449,1
P75,stim6,left,left,compat,800,0.445,1
P75,arrow,left,right,incomp,800,0.514,1
P75,stim8,right,right,compat,400,0.484,1
P75,arrow,right,left,incomp,800,0.638,1
P75,stim1,right,right,compat,400,0.505,1
P75,stim5,left,right,incomp,800,0.524,1
P75,arrow,right,right,compat,400,0.476,1
P75,stim2,left,left,compat,400,0.59,1
P75,stim3,left,right,incomp,800,0.622,1
P75,stim2,left,left,compat,800,0.747,1
P75,arrow,left,right,incomp,800,0.86,1
P75,arrow,right,left,incomp,800,0.688,1
P75,arrow,left,right,incomp,800,0.587,1
P75,arrow,right,left,incomp,400,0.76,1
P75,stim7,right,right,compat,400,0.575,1
P75,arrow,left,left,compat,800,0.518,1
P75,stim4,left,left,compat,400,0.495,1
P75,arrow,left,left,compat,800,0.601,1
P75,stim5,left,left,compat,400,0.423,1
P75,stim6,left,right,incomp,800,0.66,1
P75,stim8,left,right,incomp,400,0.575,1
P75,arrow,right,right,compat,400,1.013,1
P75,arrow,right,left,incomp,400,0.466,1
P75,arrow,left,left,compat,800,0.431,1
P75,arrow,left,left,compat,800,0.588,1
P75,arrow,right,left,incomp,800,0.674,1
P75,stim4,left,right,incomp,400,0.413,1
P75,stim6,right,right,compat,800,0.371,1
P75,stim5,right,right,compat,800,0.495,1
P75,stim6,right,right,compat,400,0.408,1
P75,stim2,right,right,compat,400,0.469,1
P75,arrow,right,right,compat,400,0.456,1
P75,stim3,right,left,incomp,800,0.436,1
P75,arrow,right,right,compat,800,0.369,0
P75,stim3,left,left,compat,800,0.752,1
P75,arrow,right,left,incomp,400,0.584,1
P75,stim8,left,right,incomp,800,0.83,1
P75,stim2,right,left,incomp,400,0.715,1
P75,stim6,left,right,incomp,400,0.515,1
P75,arrow,right,left,incomp,800,0.533,1
P75,arrow,right,right,compat,400,0.581,1
P75,stim6,right,left,incomp,400,0.436,1
P75,arrow,right,left,incomp,400,0.752,1
P75,arrow,right,left,incomp,400,0.559,1
P75,arrow,right,left,incomp,800,0.414,1
P75,stim8,left,left,compat,800,0.485,1
P75,arrow,right,right,compat,400,0.447,1
P75,arrow,right,left,incomp,800,0.515,1
P75,arrow,left,right,incomp,400,0.597,1
P75,arrow,right,right,compat,800,0.394,1
P75,stim3,left,right,incomp,400,0.553,1
P75,stim7,left,left,compat,400,0.488,1
P75,stim1,right,left,incomp,800,0.411,1
P75,arrow,left,left,compat,400,0.463,1
P75,stim4,right,right,compat,800,0.555,1
P75,arrow,right,right,compat,800,0.683,1
P75,arrow,right,left,incomp,400,0.749,1
P75,stim8,right,left,incomp,400,0.629,1
P75,stim7,left,left,compat,800,0.49,1
P75,stim1,left,right,incomp,800,0.589,1
P75,arrow,left,left,compat,400,0.568,1
P75,stim4,left,right,incomp,800,0.527,1
P75,arrow,left,left,compat,800,0.601,1
P75,arrow,left,right,incomp,400,0.446,1
P75,stim4,right,left,incomp,800,0.674,1
P75,arrow,right,left,incomp,400,0.444,1
P75,arrow,left,left,compat,800,0.489,1
